# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	5374	5604	-						50533592	FIU11_RS00445	231		old_locus_tag=FIU11_00445
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	5374	5604	-	WP_231623435.1	WP_231623435.1		hypothetical protein		50533592	FIU11_RS00445	231	76	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	5735	5995	-						50533593	FIU11_RS00450	261		old_locus_tag=FIU11_00450
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	5735	5995	-	WP_004729165.1	WP_004729165.1		succinate dehydrogenase assembly factor 2		50533593	FIU11_RS00450	261	86	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	6145	7116	+					ygfZ	50533594	FIU11_RS00455	972		old_locus_tag=FIU11_00455
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	6145	7116	+	WP_004729166.1	WP_004729166.1		tRNA-modifying protein YgfZ	ygfZ	50533594	FIU11_RS00455	972	323	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	7109	7585	+						50533595	FIU11_RS00460	477		old_locus_tag=FIU11_00460
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	7109	7585	+	WP_004729169.1	WP_004729169.1		YbaK/EbsC family protein		50533595	FIU11_RS00460	477	158	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	8154	8360	+						50533596	FIU11_RS00465	207		old_locus_tag=FIU11_00465
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	8154	8360	+	WP_014204432.1	WP_014204432.1		DUF1107 domain-containing protein		50533596	FIU11_RS00465	207	68	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	8428	9657	-						50533597	FIU11_RS00470	1230		old_locus_tag=FIU11_00470
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	8428	9657	-	WP_004729173.1	WP_004729173.1		FAD-dependent 2-octaprenylphenol hydroxylase		50533597	FIU11_RS00470	1230	409	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	9671	10810	-					ubiH	50533598	FIU11_RS00475	1140		old_locus_tag=FIU11_00475
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	9671	10810	-	WP_232281758.1	WP_232281758.1		2-octaprenyl-6-methoxyphenyl hydroxylase	ubiH	50533598	FIU11_RS00475	1140	379	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	10867	11442	-						50533599	FIU11_RS00480	576		old_locus_tag=FIU11_00480
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	10867	11442	-	WP_004729176.1	WP_004729176.1		YecA family protein		50533599	FIU11_RS00480	576	191	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	11685	11993	+					zapA	50533600	FIU11_RS00485	309		old_locus_tag=FIU11_00485
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	11685	11993	+	WP_004729178.1	WP_004729178.1		cell division protein ZapA	zapA	50533600	FIU11_RS00485	309	102	
gene	ncRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	12011	12194	+					ssrS	50533601	FIU11_RS00490	184		old_locus_tag=FIU11_00490
ncRNA	other	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	12011	12194	+				6S RNA	ssrS	50533601	FIU11_RS00490	184		
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	12197	12787	+						50533602	FIU11_RS00495	591		old_locus_tag=FIU11_00495
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	12197	12787	+	WP_004729180.1	WP_004729180.1		5-formyltetrahydrofolate cyclo-ligase		50533602	FIU11_RS00495	591	196	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	12907	13563	+					rpiA	50533603	FIU11_RS00500	657		old_locus_tag=FIU11_00500
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	12907	13563	+	WP_004729183.1	WP_004729183.1		ribose-5-phosphate isomerase RpiA	rpiA	50533603	FIU11_RS00500	657	218	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	13817	15046	+					serA	50533604	FIU11_RS00505	1230		old_locus_tag=FIU11_00505
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	13817	15046	+	WP_004729184.1	WP_004729184.1		phosphoglycerate dehydrogenase	serA	50533604	FIU11_RS00505	1230	409	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	15138	15635	-					ilvN	50533605	FIU11_RS00510	498		old_locus_tag=FIU11_00510
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	15138	15635	-	WP_004729186.1	WP_004729186.1		acetolactate synthase small subunit	ilvN	50533605	FIU11_RS00510	498	165	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	15637	17358	-						50533606	FIU11_RS00515	1722		old_locus_tag=FIU11_00515
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	15637	17358	-	WP_004729188.1	WP_004729188.1		acetolactate synthase 3 large subunit		50533606	FIU11_RS00515	1722	573	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	17785	19599	-						50533607	FIU11_RS00520	1815		old_locus_tag=FIU11_00520
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	17785	19599	-	WP_004729190.1	WP_004729190.1		long-chain fatty acid--CoA ligase		50533607	FIU11_RS00520	1815	604	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	19776	20735	-					leuO	50533608	FIU11_RS00525	960		old_locus_tag=FIU11_00525
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	19776	20735	-	WP_004729191.1	WP_004729191.1		transcriptional regulator LeuO	leuO	50533608	FIU11_RS00525	960	319	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	21098	22144	-						50533609	FIU11_RS00530	1047		old_locus_tag=FIU11_00530
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	21098	22144	-	WP_004729192.1	WP_004729192.1		glycosyl transferase		50533609	FIU11_RS00530	1047	348	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	22141	22674	-						50533610	FIU11_RS00535	534		old_locus_tag=FIU11_00535
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	22141	22674	-	WP_004729194.1	WP_004729194.1		phosphatase PAP2 family protein		50533610	FIU11_RS00535	534	177	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	22777	23409	-						50533611	FIU11_RS00540	633		old_locus_tag=FIU11_00540
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	22777	23409	-	WP_004729197.1	WP_004729197.1		TetR/AcrR family transcriptional regulator		50533611	FIU11_RS00540	633	210	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	23803	25353	+					leuA	50533612	FIU11_RS00545	1551		old_locus_tag=FIU11_00545
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	23803	25353	+	WP_004729198.1	WP_004729198.1		2-isopropylmalate synthase	leuA	50533612	FIU11_RS00545	1551	516	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	25416	26507	+					leuB	50533613	FIU11_RS00550	1092		old_locus_tag=FIU11_00550
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	25416	26507	+	WP_004729200.1	WP_004729200.1		3-isopropylmalate dehydrogenase	leuB	50533613	FIU11_RS00550	1092	363	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	26566	27972	+					leuC	50533614	FIU11_RS00555	1407		old_locus_tag=FIU11_00555
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	26566	27972	+	WP_004729201.1	WP_004729201.1		3-isopropylmalate dehydratase large subunit	leuC	50533614	FIU11_RS00555	1407	468	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	27991	28593	+					leuD	50533615	FIU11_RS00560	603		old_locus_tag=FIU11_00560
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	27991	28593	+	WP_004729205.1	WP_004729205.1		3-isopropylmalate dehydratase small subunit	leuD	50533615	FIU11_RS00560	603	200	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	28687	29472	+						50533616	FIU11_RS00565	786		old_locus_tag=FIU11_00565
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	28687	29472	+	WP_004729206.1	WP_004729206.1		DUF547 domain-containing protein		50533616	FIU11_RS00565	786	261	
gene	rRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	29599	29714	-					rrf	50533617	FIU11_RS00570	116		old_locus_tag=FIU11_00570
rRNA		GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	29599	29714	-				5S ribosomal RNA	rrf	50533617	FIU11_RS00570	116		
gene	tRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	29750	29825	-						50533618	FIU11_RS00575	76		old_locus_tag=FIU11_00575
tRNA		GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	29750	29825	-				tRNA-Thr		50533618	FIU11_RS00575	76		anticodon=GGT
gene	rRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	29889	30004	-					rrf	50533619	FIU11_RS00580	116		old_locus_tag=FIU11_00580
rRNA		GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	29889	30004	-				5S ribosomal RNA	rrf	50533619	FIU11_RS00580	116		
gene	rRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	30099	32989	-						50533620	FIU11_RS00585	2891		old_locus_tag=FIU11_00585
rRNA		GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	30099	32989	-				23S ribosomal RNA		50533620	FIU11_RS00585	2891		
gene	tRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	33280	33355	-						50533621	FIU11_RS00590	76		old_locus_tag=FIU11_00590
tRNA		GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	33280	33355	-				tRNA-Ala		50533621	FIU11_RS00590	76		anticodon=TGC
gene	tRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	33398	33474	-						50533622	FIU11_RS00595	77		old_locus_tag=FIU11_00595
tRNA		GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	33398	33474	-				tRNA-Ile		50533622	FIU11_RS00595	77		anticodon=GAT
gene	rRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	33540	35092	-						50533623	FIU11_RS00600	1553		old_locus_tag=FIU11_00600
rRNA		GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	33540	35092	-				16S ribosomal RNA		50533623	FIU11_RS00600	1553		
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	35608	36873	-						50533624	FIU11_RS00605	1266		old_locus_tag=FIU11_00605
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	35608	36873	-	WP_038152628.1	WP_038152628.1		HD-GYP domain-containing protein		50533624	FIU11_RS00605	1266	421	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	36987	37391	-						50533625	FIU11_RS00610	405		old_locus_tag=FIU11_00610
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	36987	37391	-	WP_004728695.1	WP_004728695.1		glyoxalase/bleomycin resistance/extradiol dioxygenase family protein		50533625	FIU11_RS00610	405	134	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	37549	38511	-						50533626	FIU11_RS00615	963		old_locus_tag=FIU11_00615
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	37549	38511	-	WP_004728694.1	WP_004728694.1		2OG-Fe(II) oxygenase		50533626	FIU11_RS00615	963	320	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	38962	39390	+						50533627	FIU11_RS00620	429		old_locus_tag=FIU11_00620
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	38962	39390	+	WP_004728691.1	WP_004728691.1		hypothetical protein		50533627	FIU11_RS00620	429	142	
gene	tRNA	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	39922	40006	-						50533628	FIU11_RS00625	85		old_locus_tag=FIU11_00625
tRNA		GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	39922	40006	-				tRNA-Leu		50533628	FIU11_RS00625	85		anticodon=CAA
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	40150	41523	-						50533629	FIU11_RS00630	1374		old_locus_tag=FIU11_00630
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	40150	41523	-	WP_004728690.1	WP_004728690.1		GGDEF domain-containing protein		50533629	FIU11_RS00630	1374	457	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	41802	42275	+						50533630	FIU11_RS00635	474		old_locus_tag=FIU11_00635
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	41802	42275	+	WP_004728689.1	WP_004728689.1		RDD family protein		50533630	FIU11_RS00635	474	157	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	42336	43406	-					lptG	50533631	FIU11_RS00640	1071		old_locus_tag=FIU11_00640
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	42336	43406	-	WP_004728688.1	WP_004728688.1		LPS export ABC transporter permease LptG	lptG	50533631	FIU11_RS00640	1071	356	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	43410	44513	-					lptF	50533632	FIU11_RS00645	1104		old_locus_tag=FIU11_00645
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	43410	44513	-	WP_038152624.1	WP_038152624.1		LPS export ABC transporter permease LptF	lptF	50533632	FIU11_RS00645	1104	367	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	44705	46213	+					pepA	50533633	FIU11_RS00650	1509		old_locus_tag=FIU11_00650
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	44705	46213	+	WP_004728686.1	WP_004728686.1		leucyl aminopeptidase	pepA	50533633	FIU11_RS00650	1509	502	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	46289	46738	+						50533634	FIU11_RS00655	450		old_locus_tag=FIU11_00655
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	46289	46738	+	WP_004728685.1	WP_004728685.1		DNA polymerase III subunit chi		50533634	FIU11_RS00655	450	149	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	46831	49692	+						50533635	FIU11_RS00660	2862		old_locus_tag=FIU11_00660
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	46831	49692	+	WP_004728684.1	WP_004728684.1		valine--tRNA ligase		50533635	FIU11_RS00660	2862	953	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	49774	50736	-						50533636	FIU11_RS00665	963		old_locus_tag=FIU11_00665
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	49774	50736	-	WP_004728683.1	WP_004728683.1		D-2-hydroxyacid dehydrogenase		50533636	FIU11_RS00665	963	320	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	50782	51519	-						50533637	FIU11_RS00670	738		old_locus_tag=FIU11_00670
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	50782	51519	-	WP_038152636.1	WP_038152636.1		RluA family pseudouridine synthase		50533637	FIU11_RS00670	738	245	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	51825	53096	+						50533638	FIU11_RS00675	1272		old_locus_tag=FIU11_00675
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	51825	53096	+	WP_004728681.1	WP_004728681.1		Nramp family divalent metal transporter		50533638	FIU11_RS00675	1272	423	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	53158	56067	-					rapA	50533639	FIU11_RS00680	2910		old_locus_tag=FIU11_00680
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	53158	56067	-	WP_004728680.1	WP_004728680.1		RNA polymerase-associated protein RapA	rapA	50533639	FIU11_RS00680	2910	969	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	56485	57861	+						50533640	FIU11_RS00685	1377		old_locus_tag=FIU11_00685
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	56485	57861	+	WP_004728679.1	WP_004728679.1		PhoH family protein		50533640	FIU11_RS00685	1377	458	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	57979	58983	+						50533641	FIU11_RS00690	1005		old_locus_tag=FIU11_00690
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	57979	58983	+	WP_004728678.1	WP_004728678.1		ornithine carbamoyltransferase		50533641	FIU11_RS00690	1005	334	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	59291	60220	+					pyrB	50533642	FIU11_RS00695	930		old_locus_tag=FIU11_00695
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	59291	60220	+	WP_004728677.1	WP_004728677.1		aspartate carbamoyltransferase	pyrB	50533642	FIU11_RS00695	930	309	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	60233	60700	+					pyrI	50533643	FIU11_RS00700	468		old_locus_tag=FIU11_00700
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	60233	60700	+	WP_004728676.1	WP_004728676.1		aspartate carbamoyltransferase regulatory subunit	pyrI	50533643	FIU11_RS00700	468	155	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	60809	61198	+						50533644	FIU11_RS00705	390		old_locus_tag=FIU11_00705
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	60809	61198	+	WP_004728675.1	WP_004728675.1		RidA family protein		50533644	FIU11_RS00705	390	129	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	61255	61995	-						50533645	FIU11_RS00710	741		old_locus_tag=FIU11_00710
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	61255	61995	-	WP_004728674.1	WP_004728674.1		1-acylglycerol-3-phosphate O-acyltransferase		50533645	FIU11_RS00710	741	246	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	62068	63333	-					murA	50533646	FIU11_RS00715	1266		old_locus_tag=FIU11_00715
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	62068	63333	-	WP_004728673.1	WP_004728673.1		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	50533646	FIU11_RS00715	1266	421	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	63343	63597	-					ibaG	50533647	FIU11_RS00720	255		old_locus_tag=FIU11_00720
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	63343	63597	-	WP_004728672.1	WP_004728672.1		BolA family iron metabolism protein IbaG	ibaG	50533647	FIU11_RS00720	255	84	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	63590	63919	-						50533648	FIU11_RS00725	330		old_locus_tag=FIU11_00725
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	63590	63919	-	WP_004728671.1	WP_004728671.1		lipid asymmetry maintenance protein MlaB		50533648	FIU11_RS00725	330	109	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	63916	64575	-						50533649	FIU11_RS00730	660		old_locus_tag=FIU11_00730
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	63916	64575	-	WP_004728670.1	WP_004728670.1		phospholipid-binding protein MlaC		50533649	FIU11_RS00730	660	219	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	64578	65072	-					mlaD	50533650	FIU11_RS00735	495		old_locus_tag=FIU11_00735
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	64578	65072	-	WP_004728669.1	WP_004728669.1		outer membrane lipid asymmetry maintenance protein MlaD	mlaD	50533650	FIU11_RS00735	495	164	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	65075	65866	-					mlaE	50533651	FIU11_RS00740	792		old_locus_tag=FIU11_00740
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	65075	65866	-	WP_004728668.1	WP_004728668.1		lipid asymmetry maintenance ABC transporter permease subunit MlaE	mlaE	50533651	FIU11_RS00740	792	263	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	65856	66659	-					mlaF	50533652	FIU11_RS00745	804		old_locus_tag=FIU11_00745
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	65856	66659	-	WP_038152623.1	WP_038152623.1		phospholipid ABC transporter ATP-binding protein MlaF	mlaF	50533652	FIU11_RS00745	804	267	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	67006	67971	+						50533653	FIU11_RS00750	966		old_locus_tag=FIU11_00750
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	67006	67971	+	WP_004728666.1	WP_004728666.1		calcium/sodium antiporter		50533653	FIU11_RS00750	966	321	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	67984	68958	+						50533654	FIU11_RS00755	975		old_locus_tag=FIU11_00755
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	67984	68958	+	WP_004728665.1	WP_004728665.1		KpsF/GutQ family sugar-phosphate isomerase		50533654	FIU11_RS00755	975	324	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	68958	69515	+					kdsC	50533655	FIU11_RS00760	558		old_locus_tag=FIU11_00760
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	68958	69515	+	WP_004728664.1	WP_004728664.1		3-deoxy-manno-octulosonate-8-phosphatase KdsC	kdsC	50533655	FIU11_RS00760	558	185	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	69512	70075	+					lptC	50533656	FIU11_RS00765	564		old_locus_tag=FIU11_00765
CDS	with_protein	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	69512	70075	+	WP_004728663.1	WP_004728663.1		LPS export ABC transporter periplasmic protein LptC	lptC	50533656	FIU11_RS00765	564	187	
gene	protein_coding	GCF_006364355.1	Primary Assembly	chromosome	1	NZ_CP040990.1	70056	70547	+					lptA	50533657	FIU11_RS00770	492		old_locus_tag=FIU11_00770
