# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	10691	12595	-	WP_077680329.1	WP_077680329.1		propionyl-CoA synthetase		61411414	BTD91_RS00055	1905	634	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	12712	13884	-					prpF	61411415	BTD91_RS00060	1173		old_locus_tag=BTD91_00060
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	12712	13884	-	WP_077680328.1	WP_077680328.1		2-methylaconitate cis-trans isomerase PrpF	prpF	61411415	BTD91_RS00060	1173	390	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	13894	16530	-					acnD	61411416	BTD91_RS00065	2637		old_locus_tag=BTD91_00065
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	13894	16530	-	WP_077680327.1	WP_077680327.1		Fe/S-dependent 2-methylisocitrate dehydratase AcnD	acnD	61411416	BTD91_RS00065	2637	878	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	16632	17834	-					prpC	61411417	BTD91_RS00070	1203		old_locus_tag=BTD91_00070
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	16632	17834	-	WP_077680326.1	WP_077680326.1		2-methylcitrate synthase	prpC	61411417	BTD91_RS00070	1203	400	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	17993	18889	-					prpB	61411418	BTD91_RS00075	897		old_locus_tag=BTD91_00075
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	17993	18889	-	WP_048606883.1	WP_048606883.1		methylisocitrate lyase	prpB	61411418	BTD91_RS00075	897	298	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	18990	19709	-						61411419	BTD91_RS00080	720		old_locus_tag=BTD91_00080
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	18990	19709	-	WP_077680338.1	WP_077680338.1		GntR family transcriptional regulator		61411419	BTD91_RS00080	720	239	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	20262	21233	+						61411420	BTD91_RS00085	972		old_locus_tag=BTD91_00085
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	20262	21233	+	WP_017055247.1	WP_017055247.1		tripartite tricarboxylate transporter substrate binding protein		61411420	BTD91_RS00085	972	323	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	21479	21979	+						61411421	BTD91_RS00090	501		old_locus_tag=BTD91_00090
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	21479	21979	+	WP_046222885.1	WP_046222885.1		tripartite tricarboxylate transporter TctB family protein		61411421	BTD91_RS00090	501	166	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	21990	23510	+						61411422	BTD91_RS00095	1521		old_locus_tag=BTD91_00095
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	21990	23510	+	WP_077680325.1	WP_077680325.1		tripartite tricarboxylate transporter permease		61411422	BTD91_RS00095	1521	506	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	23702	24460	+						61411423	BTD91_RS00100	759		old_locus_tag=BTD91_00100
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	23702	24460	+	WP_017063809.1	WP_017063809.1		sulfite exporter TauE/SafE family protein		61411423	BTD91_RS00100	759	252	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	24682	24873	+						61411424	BTD91_RS00105	192		old_locus_tag=BTD91_00105
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	24682	24873	+	WP_017055243.1	WP_017055243.1		hypothetical protein		61411424	BTD91_RS00105	192	63	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	24969	25382	-						61411425	BTD91_RS00110	414		old_locus_tag=BTD91_00110
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	24969	25382	-	WP_017055242.1	WP_017055242.1		VF530 family DNA-binding protein		61411425	BTD91_RS00110	414	137	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	25743	27191	-					gnd	61411426	BTD91_RS00115	1449		old_locus_tag=BTD91_00115
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	25743	27191	-	WP_017055241.1	WP_017055241.1		decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	gnd	61411426	BTD91_RS00115	1449	482	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	27220	27936	-					pgl	61411427	BTD91_RS00120	717		old_locus_tag=BTD91_00120
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	27220	27936	-	WP_017055240.1	WP_017055240.1		6-phosphogluconolactonase	pgl	61411427	BTD91_RS00120	717	238	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	27933	29435	-					zwf	61411428	BTD91_RS00125	1503		old_locus_tag=BTD91_00125
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	27933	29435	-	WP_017055239.1	WP_017055239.1		glucose-6-phosphate dehydrogenase	zwf	61411428	BTD91_RS00125	1503	500	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	29937	30632	-						61411429	BTD91_RS00130	696		old_locus_tag=BTD91_00130
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	29937	30632	-	WP_017055238.1	WP_017055238.1		response regulator		61411429	BTD91_RS00130	696	231	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	30702	32306	-						61411430	BTD91_RS00135	1605		old_locus_tag=BTD91_00135
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	30702	32306	-	WP_017055237.1	WP_017055237.1		sensor histidine kinase		61411430	BTD91_RS00135	1605	534	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	32980	33207	+						61411431	BTD91_RS00140	228		old_locus_tag=BTD91_00140
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	32980	33207	+	WP_017055236.1	WP_017055236.1		hypothetical protein		61411431	BTD91_RS00140	228	75	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	33445	34887	+						61411432	BTD91_RS00145	1443		old_locus_tag=BTD91_00145
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	33445	34887	+	WP_077680324.1	WP_077680324.1		TolC family protein		61411432	BTD91_RS00145	1443	480	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	34891	35865	+						61411433	BTD91_RS00150	975		old_locus_tag=BTD91_00150
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	34891	35865	+	WP_017055234.1	WP_017055234.1		efflux RND transporter periplasmic adaptor subunit		61411433	BTD91_RS00150	975	324	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	35873	37162	+						61411434	BTD91_RS00155	1290		old_locus_tag=BTD91_00155
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	35873	37162	+	WP_017055233.1	WP_017055233.1		ABC transporter permease		61411434	BTD91_RS00155	1290	429	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	37159	38331	+						61411435	BTD91_RS00160	1173		old_locus_tag=BTD91_00160
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	37159	38331	+	WP_077680323.1	WP_077680323.1		ABC transporter permease		61411435	BTD91_RS00160	1173	390	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	38892	40433	+						61411436	BTD91_RS00165	1542		old_locus_tag=BTD91_00165
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	38892	40433	+	WP_046222880.1	WP_046222880.1		alanine:cation symporter family protein		61411436	BTD91_RS00165	1542	513	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	40578	40793	-						61411437	BTD91_RS00170	216		old_locus_tag=BTD91_00170
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	40578	40793	-	WP_017055230.1	WP_017055230.1		hypothetical protein		61411437	BTD91_RS00170	216	71	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	41117	41851	-						61411438	BTD91_RS00175	735		old_locus_tag=BTD91_00175
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	41117	41851	-	WP_017055229.1	WP_017055229.1		chromosome segregation ATPase		61411438	BTD91_RS00175	735	244	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	42737	44107	+						61411439	BTD91_RS00180	1371		old_locus_tag=BTD91_00180
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	42737	44107	+	WP_017055228.1	WP_017055228.1		sodium:alanine symporter family protein		61411439	BTD91_RS00180	1371	456	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	44504	45310	+						61411440	BTD91_RS00185	807		old_locus_tag=BTD91_00185
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	44504	45310	+	WP_077680322.1	WP_077680322.1		winged helix-turn-helix domain-containing protein		61411440	BTD91_RS00185	807	268	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	45307	45768	+						61411441	BTD91_RS00190	462		old_locus_tag=BTD91_00190
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	45307	45768	+	WP_017055226.1	WP_017055226.1		hypothetical protein		61411441	BTD91_RS00190	462	153	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	46214	47689	+						61411442	BTD91_RS00195	1476		old_locus_tag=BTD91_00195
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	46214	47689	+	WP_077680321.1	WP_077680321.1		aerolysin family beta-barrel pore-forming toxin		61411442	BTD91_RS00195	1476	491	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	47792	48427	-						61411443	BTD91_RS00200	636		old_locus_tag=BTD91_00200
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	47792	48427	-	WP_029626806.1	WP_029626806.1		LysE family translocator		61411443	BTD91_RS00200	636	211	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	48752	50224	+						61411444	BTD91_RS00205	1473		old_locus_tag=BTD91_00205
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	48752	50224	+	WP_077680320.1	WP_077680320.1		carboxypeptidase M32		61411444	BTD91_RS00205	1473	490	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	50532	51083	+						61411445	BTD91_RS00210	552		old_locus_tag=BTD91_00210
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	50532	51083	+	WP_017055222.1	WP_017055222.1		DUF3455 domain-containing protein		61411445	BTD91_RS00210	552	183	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	51222	51755	+						61411446	BTD91_RS00215	534		old_locus_tag=BTD91_00215
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	51222	51755	+	WP_060467566.1	WP_060467566.1		sigma-70 family RNA polymerase sigma factor		61411446	BTD91_RS00215	534	177	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	51752	52483	+						61411447	BTD91_RS00220	732		old_locus_tag=BTD91_00220
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	51752	52483	+	WP_077680319.1	WP_077680319.1		anti-sigma factor		61411447	BTD91_RS00220	732	243	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	52613	53614	-						61411448	BTD91_RS00225	1002		old_locus_tag=BTD91_00225
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	52613	53614	-	WP_077680318.1	WP_077680318.1		metal-dependent hydrolase		61411448	BTD91_RS00225	1002	333	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	53834	54643	-						61411449	BTD91_RS00230	810		old_locus_tag=BTD91_00230
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	53834	54643	-	WP_077680337.1	WP_077680337.1		sulfite exporter TauE/SafE family protein		61411449	BTD91_RS00230	810	269	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	54987	55964	+						61411450	BTD91_RS00235	978		old_locus_tag=BTD91_00235
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	54987	55964	+	WP_077680317.1	WP_077680317.1		DUF1852 domain-containing protein		61411450	BTD91_RS00235	978	325	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	56034	57062	+						61411451	BTD91_RS00240	1029		old_locus_tag=BTD91_00240
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	56034	57062	+	WP_017055216.1	WP_017055216.1		methionine synthase		61411451	BTD91_RS00240	1029	342	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	57292	57696	-						61411452	BTD91_RS00245	405		old_locus_tag=BTD91_00245
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	57292	57696	-	WP_017055215.1	WP_017055215.1		DUF1801 domain-containing protein		61411452	BTD91_RS00245	405	134	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	57730	57993	-						61411453	BTD91_RS00250	264		old_locus_tag=BTD91_00250
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	57730	57993	-	WP_046222867.1	WP_046222867.1		YrhK family protein		61411453	BTD91_RS00250	264	87	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	58275	58688	-						61411454	BTD91_RS00255	414		old_locus_tag=BTD91_00255
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	58275	58688	-	WP_017055212.1	WP_017055212.1		hypothetical protein		61411454	BTD91_RS00255	414	137	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	58884	59501	-						61411455	BTD91_RS00260	618		old_locus_tag=BTD91_00260
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	58884	59501	-	WP_046222866.1	WP_046222866.1		HAD family phosphatase		61411455	BTD91_RS00260	618	205	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	60009	61832	+						61411456	BTD91_RS00265	1824		old_locus_tag=BTD91_00265
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	60009	61832	+	WP_077680316.1	WP_077680316.1		M4 family metallopeptidase		61411456	BTD91_RS00265	1824	607	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	62336	63571	+						61411457	BTD91_RS00270	1236		old_locus_tag=BTD91_00270
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	62336	63571	+	WP_077680315.1	WP_077680315.1		DUF3103 domain-containing protein		61411457	BTD91_RS00270	1236	411	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	63753	65225	-					tnaA	61411458	BTD91_RS00275	1473		old_locus_tag=BTD91_00275
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	63753	65225	-	WP_077680314.1	WP_077680314.1		tryptophanase	tnaA	61411458	BTD91_RS00275	1473	490	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	65954	67639	-						61411459	BTD91_RS00280	1686		old_locus_tag=BTD91_00280
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	65954	67639	-	WP_077680313.1	WP_077680313.1		50S ribosome-binding GTPase		61411459	BTD91_RS00280	1686	561	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	67626	68738	-						61411460	BTD91_RS00285	1113		old_locus_tag=BTD91_00285
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	67626	68738	-	WP_077680312.1	WP_077680312.1		GTP-binding DUF697 domain-containing protein		61411460	BTD91_RS00285	1113	370	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	69064	69573	+						61411461	BTD91_RS00290	510		old_locus_tag=BTD91_00290
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	69064	69573	+	WP_046222861.1	WP_046222861.1		peptide-methionine (S)-S-oxide reductase		61411461	BTD91_RS00290	510	169	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	69841	87408	-						61411462	BTD91_RS00295	17568		old_locus_tag=BTD91_00295
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	69841	87408	-	WP_077680311.1	WP_077680311.1		retention module-containing protein		61411462	BTD91_RS00295	17568	5855	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	88071	89000	-					speB	61411463	BTD91_RS00300	930		old_locus_tag=BTD91_00300
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	88071	89000	-	WP_077680310.1	WP_077680310.1		agmatinase	speB	61411463	BTD91_RS00300	930	309	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	89000	90889	-					speA	61411464	BTD91_RS00305	1890		old_locus_tag=BTD91_00305
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	89000	90889	-	WP_175627315.1	WP_175627315.1		arginine decarboxylase	speA	61411464	BTD91_RS00305	1890	629	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	91469	92905	+						61411465	BTD91_RS00310	1437		old_locus_tag=BTD91_00310
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	91469	92905	+	WP_077680309.1	WP_077680309.1		coniferyl aldehyde dehydrogenase		61411465	BTD91_RS00310	1437	478	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	92902	93480	+						61411466	BTD91_RS00315	579		old_locus_tag=BTD91_00315
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	92902	93480	+	WP_077680308.1	WP_077680308.1		TetR/AcrR family transcriptional regulator		61411466	BTD91_RS00315	579	192	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	93961	95535	+						61411467	BTD91_RS00320	1575		old_locus_tag=BTD91_00320
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	93961	95535	+	WP_077680307.1	WP_077680307.1		ATP-binding cassette domain-containing protein		61411467	BTD91_RS00320	1575	524	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	95650	96888	+						61411468	BTD91_RS00325	1239		old_locus_tag=BTD91_00325
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	95650	96888	+	WP_077680306.1	WP_077680306.1		leucine-rich repeat-containing serine/threonine-protein kinase		61411468	BTD91_RS00325	1239	412	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	97020	97469	-						61411469	BTD91_RS00330	450		old_locus_tag=BTD91_00330
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	97020	97469	-	WP_077680305.1	WP_077680305.1		hypothetical protein		61411469	BTD91_RS00330	450	149	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	97519	97833	-					yqfB	61411470	BTD91_RS00335	315		old_locus_tag=BTD91_00335
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	97519	97833	-	WP_017055195.1	WP_017055195.1		N(4)-acetylcytidine aminohydrolase	yqfB	61411470	BTD91_RS00335	315	104	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	98046	98399	-					rplT	61411471	BTD91_RS00340	354		old_locus_tag=BTD91_00340
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	98046	98399	-	WP_004733517.1	WP_004733517.1		50S ribosomal protein L20	rplT	61411471	BTD91_RS00340	354	117	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	98442	98636	-					rpmI	61411472	BTD91_RS00345	195		old_locus_tag=BTD91_00345
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	98442	98636	-	WP_004738430.1	WP_004738430.1		50S ribosomal protein L35	rpmI	61411472	BTD91_RS00345	195	64	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	98741	99292	-					infC	61411473	BTD91_RS00350	552		old_locus_tag=BTD91_00350
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	98741	99292	-	WP_077680304.1	WP_077680304.1		translation initiation factor IF-3	infC	61411473	BTD91_RS00350	552	183	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	99295	101223	-					thrS	61411474	BTD91_RS00355	1929		old_locus_tag=BTD91_00355
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	99295	101223	-	WP_077680303.1	WP_077680303.1		threonine--tRNA ligase	thrS	61411474	BTD91_RS00355	1929	642	
gene	protein_coding	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	101585	102571	+						61411475	BTD91_RS00360	987		old_locus_tag=BTD91_00360
CDS	with_protein	GCF_001995825.2	Primary Assembly	chromosome	1	NZ_CP065150.1	101585	102571	+	WP_017055193.1	WP_017055193.1		DUF3187 family protein		61411475	BTD91_RS00360	987	328	
