# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	21695	22582	-	WP_000262783.1	WP_000262783.1		carboxylate/amino acid/amine transporter		69718572	F0316_RS00115	888	295	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	22639	23064	-					uspA	69718573	F0316_RS00120	426		old_locus_tag=F0316_00120
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	22639	23064	-	WP_000121736.1	WP_000121736.1		universal stress protein UspA	uspA	69718573	F0316_RS00120	426	141	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	23229	23756	+					ftnA	69718574	F0316_RS00130	528		old_locus_tag=F0316_00130
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	23229	23756	+	WP_000951037.1	WP_000951037.1		non-heme ferritin	ftnA	69718574	F0316_RS00130	528	175	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	23832	24155	+					uspB	69718575	F0316_RS00135	324		old_locus_tag=F0316_00135
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	23832	24155	+	WP_000623073.1	WP_000623073.1		universal stress protein UspB	uspB	69718575	F0316_RS00135	324	107	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	24297	25484	+						69718576	F0316_RS00140	1188		old_locus_tag=F0316_00140
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	24297	25484	+	WP_172625944.1	WP_172625944.1		aminoacetone oxidase family FAD-binding enzyme		69718576	F0316_RS00140	1188	395	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	25481	26392	-						69718577	F0316_RS00145	912		old_locus_tag=F0316_00145
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	25481	26392	-	WP_001003290.1	WP_001003290.1		DMT family transporter		69718577	F0316_RS00145	912	303	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	26515	28047	+					rmuC	69718578	F0316_RS00150	1533		old_locus_tag=F0316_00150
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	26515	28047	+	WP_149560136.1	WP_149560136.1		DNA recombination protein RmuC	rmuC	69718578	F0316_RS00150	1533	510	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	28092	28874	+					ubiE	69718579	F0316_RS00155	783		old_locus_tag=F0316_00155
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	28092	28874	+	WP_000132703.1	WP_000132703.1		bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	ubiE	69718579	F0316_RS00155	783	260	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	28901	29506	+						69718580	F0316_RS00160	606		old_locus_tag=F0316_00160
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	28901	29506	+	WP_162810148.1	WP_162810148.1		SCP2 domain-containing protein		69718580	F0316_RS00160	606	201	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	29503	31137	+					ubiB	69718581	F0316_RS00165	1635		old_locus_tag=F0316_00165
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	29503	31137	+	WP_000801146.1	WP_000801146.1		ubiquinone biosynthesis regulatory protein kinase UbiB	ubiB	69718581	F0316_RS00165	1635	544	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	31197	31445	+					tatA	69718582	F0316_RS00170	249		old_locus_tag=F0316_00170
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	31197	31445	+	WP_000508969.1	WP_000508969.1		Sec-independent protein translocase subunit TatA	tatA	69718582	F0316_RS00170	249	82	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	31449	31850	+					tatB	69718583	F0316_RS00175	402		old_locus_tag=F0316_00175
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	31449	31850	+	WP_000459621.1	WP_000459621.1		Sec-independent protein translocase protein TatB	tatB	69718583	F0316_RS00175	402	133	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	31939	32688	+					tatC	69718584	F0316_RS00180	750		old_locus_tag=F0316_00180
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	31939	32688	+	WP_000099889.1	WP_000099889.1		twin-arginine translocase subunit TatC	tatC	69718584	F0316_RS00180	750	249	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	32756	34102	-					dinF	69718585	F0316_RS00185	1347		old_locus_tag=F0316_00185
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	32756	34102	-	WP_001897328.1	WP_001897328.1		MATE family efflux transporter DinF	dinF	69718585	F0316_RS00185	1347	448	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	34182	34994	-						69718586	F0316_RS00190	813		old_locus_tag=F0316_00190
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	34182	34994	-	WP_001216392.1	WP_001216392.1		class I SAM-dependent methyltransferase		69718586	F0316_RS00190	813	270	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	35079	35708	-					lexA	69718587	F0316_RS00195	630		old_locus_tag=F0316_00195
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	35079	35708	-	WP_000803693.1	WP_000803693.1		transcriptional repressor LexA	lexA	69718587	F0316_RS00195	630	209	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	36028	38454	+					plsB	69718588	F0316_RS00205	2427		old_locus_tag=F0316_00205
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	36028	38454	+	WP_046121269.1	WP_046121269.1		glycerol-3-phosphate 1-O-acyltransferase PlsB	plsB	69718588	F0316_RS00205	2427	808	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	38549	39403	-					ubiA	69718589	F0316_RS00210	855		old_locus_tag=F0316_00210
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	38549	39403	-	WP_114732960.1	WP_114732960.1		4-hydroxybenzoate octaprenyltransferase	ubiA	69718589	F0316_RS00210	855	284	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	39404	39943	-						69718590	F0316_RS00215	540		old_locus_tag=F0316_00215
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	39404	39943	-	WP_001072875.1	WP_001072875.1		chorismate lyase		69718590	F0316_RS00215	540	179	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	40147	40557	+					fliL	69718591	F0316_RS00225	411		old_locus_tag=F0316_00225
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	40147	40557	+	WP_000920140.1	WP_000920140.1		flagellar basal body-associated protein FliL	fliL	69718591	F0316_RS00225	411	136	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	40676	42655	-						69718592	F0316_RS00230	1980		old_locus_tag=F0316_00230
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	40676	42655	-	WP_149560137.1	WP_149560137.1		methyl-accepting chemotaxis protein		69718592	F0316_RS00230	1980	659	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	43030	43863	-					glpG	69718593	F0316_RS00235	834		old_locus_tag=F0316_00235
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	43030	43863	-	WP_000550452.1	WP_000550452.1		rhomboid family intramembrane serine protease GlpG	glpG	69718593	F0316_RS00235	834	277	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	43870	44190	-					glpE	69718594	F0316_RS00240	321		old_locus_tag=F0316_00240
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	43870	44190	-	WP_000349528.1	WP_000349528.1		thiosulfate sulfurtransferase GlpE	glpE	69718594	F0316_RS00240	321	106	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	44953	45720	-						69718595	F0316_RS00250	768		old_locus_tag=F0316_00250
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	44953	45720	-	WP_032472909.1	WP_032472909.1		TatD family hydrolase		69718595	F0316_RS00250	768	255	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	45897	46940	+					hemB	69718596	F0316_RS00255	1044		old_locus_tag=F0316_00255
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	45897	46940	+	WP_119780415.1	WP_119780415.1		porphobilinogen synthase	hemB	69718596	F0316_RS00255	1044	347	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	47047	47475	+						69718597	F0316_RS00260	429		old_locus_tag=F0316_00260
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	47047	47475	+	WP_162922744.1	WP_162922744.1		GNAT family N-acetyltransferase		69718597	F0316_RS00260	429	142	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	48184	50988	+					polA	69718598	F0316_RS00265	2805		old_locus_tag=F0316_00265
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	48184	50988	+	WP_149560138.1	WP_149560138.1		DNA polymerase I	polA	69718598	F0316_RS00265	2805	934	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	51731	52393	-					yihA	69718599	F0316_RS00270	663		old_locus_tag=F0316_00270
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	51731	52393	-	WP_000111625.1	WP_000111625.1		ribosome biogenesis GTP-binding protein YihA/YsxC	yihA	69718599	F0316_RS00270	663	220	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	52545	53162	+						69718600	F0316_RS00275	618		old_locus_tag=F0316_00275
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	52545	53162	+	WP_000731839.1	WP_000731839.1		cytochrome c4		69718600	F0316_RS00275	618	205	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	53363	54001	+						69718601	F0316_RS00280	639		old_locus_tag=F0316_00280
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	53363	54001	+	WP_000549852.1	WP_000549852.1		class I SAM-dependent methyltransferase		69718601	F0316_RS00280	639	212	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	54001	54549	+					yihI	69718602	F0316_RS00285	549		old_locus_tag=F0316_00285
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	54001	54549	+	WP_000091428.1	WP_000091428.1		Der GTPase-activating protein YihI	yihI	69718602	F0316_RS00285	549	182	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	54559	55047	+						69718603	F0316_RS00290	489		old_locus_tag=F0316_00290
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	54559	55047	+	WP_001013982.1	WP_001013982.1		DUF2489 domain-containing protein		69718603	F0316_RS00290	489	162	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	55186	56574	+					hemN	69718604	F0316_RS00295	1389		old_locus_tag=F0316_00295
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	55186	56574	+	WP_000100647.1	WP_000100647.1		oxygen-independent coproporphyrinogen III oxidase	hemN	69718604	F0316_RS00295	1389	462	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	56637	57833	-						69718605	F0316_RS00300	1197		old_locus_tag=F0316_00300
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	56637	57833	-	WP_000620217.1	WP_000620217.1		heme biosynthesis protein HemY		69718605	F0316_RS00300	1197	398	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	57830	59017	-						69718606	F0316_RS00305	1188		old_locus_tag=F0316_00305
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	57830	59017	-	WP_149560139.1	WP_149560139.1		uroporphyrinogen-III C-methyltransferase		69718606	F0316_RS00305	1188	395	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	59001	59768	-						69718607	F0316_RS00310	768		old_locus_tag=F0316_00310
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	59001	59768	-	WP_000217491.1	WP_000217491.1		uroporphyrinogen-III synthase		69718607	F0316_RS00310	768	255	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	59845	60780	-					hemC	69718608	F0316_RS00315	936		old_locus_tag=F0316_00315
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	59845	60780	-	WP_000141019.1	WP_000141019.1		hydroxymethylbilane synthase	hemC	69718608	F0316_RS00315	936	311	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	61137	63668	+						69718609	F0316_RS00325	2532		old_locus_tag=F0316_00325
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	61137	63668	+	WP_001149666.1	WP_001149666.1		class I adenylate cyclase		69718609	F0316_RS00325	2532	843	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	63774	64088	-					cyaY	69718610	F0316_RS00330	315		old_locus_tag=F0316_00330
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	63774	64088	-	WP_114742678.1	WP_114742678.1		iron donor protein CyaY	cyaY	69718610	F0316_RS00330	315	104	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	64068	64280	+						69718611	F0316_RS00335	213		old_locus_tag=F0316_00335
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	64068	64280	+	WP_001884298.1	WP_001884298.1		lipoprotein		69718611	F0316_RS00335	213	70	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	64313	65566	+					lysA	69718612	F0316_RS00340	1254		old_locus_tag=F0316_00340
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	64313	65566	+	WP_000384387.1	WP_000384387.1		diaminopimelate decarboxylase	lysA	69718612	F0316_RS00340	1254	417	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	65578	66408	+					dapF	69718613	F0316_RS00345	831		old_locus_tag=F0316_00345
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	65578	66408	+	WP_000545404.1	WP_000545404.1		diaminopimelate epimerase	dapF	69718613	F0316_RS00345	831	276	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	66422	67120	+						69718614	F0316_RS00350	699		old_locus_tag=F0316_00350
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	66422	67120	+	WP_000084657.1	WP_000084657.1		DUF484 family protein		69718614	F0316_RS00350	699	232	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	67089	68024	+					xerC	69718615	F0316_RS00355	936		old_locus_tag=F0316_00355
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	67089	68024	+	WP_000786729.1	WP_000786729.1		tyrosine recombinase XerC	xerC	69718615	F0316_RS00355	936	311	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	68027	68746	+					yigB	69718616	F0316_RS00360	720		old_locus_tag=F0316_00360
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	68027	68746	+	WP_000899910.1	WP_000899910.1		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	yigB	69718616	F0316_RS00360	720	239	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	68856	71345	+						69718617	F0316_RS00365	2490		old_locus_tag=F0316_00365
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	68856	71345	+	WP_000495580.1	WP_000495580.1		sensor domain-containing phosphodiesterase		69718617	F0316_RS00365	2490	829	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	71378	71974	-						69718618	F0316_RS00370	597		old_locus_tag=F0316_00370
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	71378	71974	-	WP_123163054.1	WP_123163054.1		DTW domain-containing protein		69718618	F0316_RS00370	597	198	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	71971	73515	-						69718619	F0316_RS00375	1545		old_locus_tag=F0316_00375
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	71971	73515	-	WP_149560140.1	WP_149560140.1		COG3650 family protein		69718619	F0316_RS00375	1545	514	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	73798	74625	-						69718620	F0316_RS00385	828		old_locus_tag=F0316_00385
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	73798	74625	-	WP_000213460.1	WP_000213460.1		Cof-type HAD-IIB family hydrolase		69718620	F0316_RS00385	828	275	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	74740	75756	-						69718621	F0316_RS00390	1017		old_locus_tag=F0316_00390
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	74740	75756	-	WP_001067684.1	WP_001067684.1		alpha/beta fold hydrolase		69718621	F0316_RS00390	1017	338	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	75831	76448	+					rhtB	69718622	F0316_RS00395	618		old_locus_tag=F0316_00395
CDS	with_protein	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	75831	76448	+	WP_000351228.1	WP_000351228.1		homoserine/homoserine lactone efflux protein	rhtB	69718622	F0316_RS00395	618	205	
gene	protein_coding	GCF_008369605.1	Primary Assembly	chromosome	1	NZ_CP043554.1	76468	77694	+						69718623	F0316_RS00400	1227		old_locus_tag=F0316_00400
