# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	17814	18683	+					atpG		GT360_RS00110	870		old_locus_tag=GT360_00110
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	17814	18683	+	WP_164649532.1	WP_164649532.1		F0F1 ATP synthase subunit gamma	atpG		GT360_RS00110	870	289	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	18718	20121	+					atpD		GT360_RS00115	1404		old_locus_tag=GT360_00115
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	18718	20121	+	WP_164646969.1	WP_164646969.1		F0F1 ATP synthase subunit beta	atpD		GT360_RS00115	1404	467	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	20146	20562	+					atpC		GT360_RS00120	417		old_locus_tag=GT360_00120
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	20146	20562	+	WP_164646971.1	WP_164646971.1		F0F1 ATP synthase subunit epsilon	atpC		GT360_RS00120	417	138	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	20672	22033	+					glmU		GT360_RS00125	1362		old_locus_tag=GT360_00125
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	20672	22033	+	WP_164646972.1	WP_164646972.1		bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU		GT360_RS00125	1362	453	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	22101	22868	-							GT360_RS00130	768		old_locus_tag=GT360_00130
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	22101	22868	-	WP_164646973.1	WP_164646973.1		amino acid ABC transporter permease			GT360_RS00130	768	255	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	22921	23700	+							GT360_RS00135	780		old_locus_tag=GT360_00135
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	22921	23700	+	WP_164646975.1	WP_164646975.1		transporter substrate-binding domain-containing protein			GT360_RS00135	780	259	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	23791	24966	-					fadA		GT360_RS00140	1176		old_locus_tag=GT360_00140
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	23791	24966	-	WP_164646977.1	WP_164646977.1		acetyl-CoA C-acyltransferase FadA	fadA		GT360_RS00140	1176	391	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	24981	27152	-					fadB		GT360_RS00145	2172		old_locus_tag=GT360_00145
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	24981	27152	-	WP_164646978.1	WP_164646978.1		fatty acid oxidation complex subunit alpha FadB	fadB		GT360_RS00145	2172	723	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	27359	27982	+							GT360_RS00150	624		old_locus_tag=GT360_00150
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	27359	27982	+	WP_164646979.1	WP_164646979.1		YigZ family protein			GT360_RS00150	624	207	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	28021	29478	+							GT360_RS00155	1458		old_locus_tag=GT360_00155
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	28021	29478	+	WP_164646980.1	WP_164646980.1		TrkH family potassium uptake protein			GT360_RS00155	1458	485	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	29491	30018	+					hemG		GT360_RS00160	528		old_locus_tag=GT360_00160
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	29491	30018	+	WP_164646981.1	WP_164646981.1		menaquinone-dependent protoporphyrinogen IX dehydrogenase	hemG		GT360_RS00160	528	175	
gene	rRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	30518	32069	+							GT360_RS00165	1552		old_locus_tag=GT360_00165
rRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	30518	32069	+				16S ribosomal RNA			GT360_RS00165	1552		
gene	tRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32161	32236	+							GT360_RS00170	76		old_locus_tag=GT360_00170
tRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32161	32236	+				tRNA-Glu			GT360_RS00170	76		anticodon=TTC
gene	tRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32239	32314	+							GT360_RS00175	76		old_locus_tag=GT360_00175
tRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32239	32314	+				tRNA-Lys			GT360_RS00175	76		anticodon=TTT
gene	tRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32342	32417	+							GT360_RS00180	76		old_locus_tag=GT360_00180
tRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32342	32417	+				tRNA-Ala			GT360_RS00180	76		anticodon=TGC
gene	tRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32453	32528	+							GT360_RS00185	76		old_locus_tag=GT360_00185
tRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32453	32528	+				tRNA-Val			GT360_RS00185	76		anticodon=TAC
gene	rRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32850	35737	+							GT360_RS00190	2888		old_locus_tag=GT360_00190
rRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	32850	35737	+				23S ribosomal RNA			GT360_RS00190	2888		
gene	rRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	35829	35945	+					rrf		GT360_RS00195	117		old_locus_tag=GT360_00195
rRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	35829	35945	+				5S ribosomal RNA	rrf		GT360_RS00195	117		
gene	tRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	36002	36078	+							GT360_RS00200	77		old_locus_tag=GT360_00200
tRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	36002	36078	+				tRNA-Asp			GT360_RS00200	77		anticodon=GTC
gene	tRNA	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	36149	36225	+							GT360_RS00205	77		old_locus_tag=GT360_00205
tRNA		GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	36149	36225	+				tRNA-Trp			GT360_RS00205	77		anticodon=CCA
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	36441	37688	-							GT360_RS00210	1248		old_locus_tag=GT360_00210
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	36441	37688	-	WP_164646982.1	WP_164646982.1		valine--pyruvate transaminase			GT360_RS00210	1248	415	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	37819	39903	-							GT360_RS00215	2085		old_locus_tag=GT360_00215
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	37819	39903	-	WP_164646983.1	WP_164646983.1		alpha-amylase			GT360_RS00215	2085	694	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	40022	42088	-					glyS		GT360_RS00220	2067		old_locus_tag=GT360_00220
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	40022	42088	-	WP_164646984.1	WP_164646984.1		glycine--tRNA ligase subunit beta	glyS		GT360_RS00220	2067	688	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	42091	43023	-					glyQ		GT360_RS00225	933		old_locus_tag=GT360_00225
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	42091	43023	-	WP_164646985.1	WP_164646985.1		glycine--tRNA ligase subunit alpha	glyQ		GT360_RS00225	933	310	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	43436	43990	+							GT360_RS00230	555		old_locus_tag=GT360_00230
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	43436	43990	+	WP_164646986.1	WP_164646986.1		TMEM165/GDT1 family protein			GT360_RS00230	555	184	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	44107	44367	+							GT360_RS00235	261		old_locus_tag=GT360_00235
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	44107	44367	+	WP_164646987.1	WP_164646987.1		hypothetical protein			GT360_RS00235	261	86	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	44433	44681	-					tusA		GT360_RS00240	249		old_locus_tag=GT360_00240
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	44433	44681	-	WP_164646988.1	WP_164646988.1		sulfurtransferase TusA	tusA		GT360_RS00240	249	82	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	44813	45001	+							GT360_RS00245	189		old_locus_tag=GT360_00245
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	44813	45001	+	WP_164646989.1	WP_164646989.1		hypothetical protein			GT360_RS00245	189	62	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	45142	46083	+							GT360_RS00250	942		old_locus_tag=GT360_00250
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	45142	46083	+	WP_164646990.1	WP_164646990.1		LysR family transcriptional regulator			GT360_RS00250	942	313	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	46131	47111	-							GT360_RS00255	981		old_locus_tag=GT360_00255
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	46131	47111	-	WP_164646991.1	WP_164646991.1		oxidoreductase			GT360_RS00255	981	326	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	47260	48789	-					ilvA		GT360_RS00260	1530		old_locus_tag=GT360_00260
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	47260	48789	-	WP_164646992.1	WP_164646992.1		threonine ammonia-lyase, biosynthetic	ilvA		GT360_RS00260	1530	509	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	48793	50634	-					ilvD		GT360_RS00265	1842		old_locus_tag=GT360_00265
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	48793	50634	-	WP_164646993.1	WP_164646993.1		dihydroxy-acid dehydratase	ilvD		GT360_RS00265	1842	613	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	50650	51585	-					ilvE		GT360_RS00270	936		old_locus_tag=GT360_00270
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	50650	51585	-	WP_164646994.1	WP_164646994.1		branched-chain-amino-acid transaminase	ilvE		GT360_RS00270	936	311	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	51597	51881	-					ilvM		GT360_RS00275	285		old_locus_tag=GT360_00275
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	51597	51881	-	WP_164646995.1	WP_164646995.1		acetolactate synthase 2 small subunit	ilvM		GT360_RS00275	285	94	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	51881	53527	-					ilvG		GT360_RS00280	1647		old_locus_tag=GT360_00280
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	51881	53527	-	WP_164646996.1	WP_164646996.1		acetolactate synthase 2 catalytic subunit	ilvG		GT360_RS00280	1647	548	
gene	pseudogene	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	54197	54841	+							GT360_RS00285	645		partial;pseudo;old_locus_tag=GT360_00285
CDS	without_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	54197	54841	+				ATP-binding protein			GT360_RS00285	645		partial;pseudo
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	54876	55148	+							GT360_RS00290	273		old_locus_tag=GT360_00290
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	54876	55148	+	WP_164646936.1	WP_164646936.1		hypothetical protein			GT360_RS00290	273	90	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	55344	56081	+							GT360_RS00295	738		old_locus_tag=GT360_00295
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	55344	56081	+	WP_164646998.1	WP_164646998.1		hypothetical protein			GT360_RS00295	738	245	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	56409	56984	+							GT360_RS00300	576		old_locus_tag=GT360_00300
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	56409	56984	+	WP_239502568.1	WP_239502568.1		recombinase family protein			GT360_RS00300	576	191	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	57649	57975	+							GT360_RS00305	327		old_locus_tag=GT360_00305
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	57649	57975	+	WP_164646999.1	WP_164646999.1		hypothetical protein			GT360_RS00305	327	108	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	58098	59504	+							GT360_RS00310	1407		old_locus_tag=GT360_00310
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	58098	59504	+	WP_164647000.1	WP_164647000.1		DUF5906 domain-containing protein			GT360_RS00310	1407	468	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	59520	59861	+							GT360_RS00315	342		old_locus_tag=GT360_00315
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	59520	59861	+	WP_164647001.1	WP_164647001.1		hypothetical protein			GT360_RS00315	342	113	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	59908	60177	+							GT360_RS00320	270		old_locus_tag=GT360_00320
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	59908	60177	+	WP_164647002.1	WP_164647002.1		hypothetical protein			GT360_RS00320	270	89	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	60252	60668	-							GT360_RS00325	417		old_locus_tag=GT360_00325
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	60252	60668	-	WP_164647003.1	WP_164647003.1		hypothetical protein			GT360_RS00325	417	138	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	61364	62941	-							GT360_RS00330	1578		old_locus_tag=GT360_00330
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	61364	62941	-	WP_164647004.1	WP_164647004.1		recombinase family protein			GT360_RS00330	1578	525	
gene	pseudogene	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	63030	63920	+							GT360_RS00335	891		partial;pseudo;old_locus_tag=GT360_00335
CDS	without_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	63030	63920	+				YifB family Mg chelatase-like AAA ATPase			GT360_RS00335	891		partial;pseudo
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	64025	64918	+							GT360_RS00340	894		old_locus_tag=GT360_00340
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	64025	64918	+	WP_164647005.1	WP_164647005.1		acyltransferase			GT360_RS00340	894	297	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	64969	65568	-							GT360_RS00345	600		old_locus_tag=GT360_00345
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	64969	65568	-	WP_164647006.1	WP_164647006.1		thiol:disulfide interchange protein DsbA/DsbL			GT360_RS00345	600	199	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	65586	66572	-							GT360_RS00350	987		old_locus_tag=GT360_00350
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	65586	66572	-	WP_164647007.1	WP_164647007.1		serine/threonine protein kinase			GT360_RS00350	987	328	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	66618	68036	-					ccoG		GT360_RS00355	1419		old_locus_tag=GT360_00355
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	66618	68036	-	WP_164647008.1	WP_164647008.1		cytochrome c oxidase accessory protein CcoG	ccoG		GT360_RS00355	1419	472	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	68236	68502	-							GT360_RS00360	267		old_locus_tag=GT360_00360
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	68236	68502	-	WP_164647009.1	WP_164647009.1		YihD family protein			GT360_RS00360	267	88	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	68638	68805	-							GT360_RS21795	168		
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	68638	68805	-	WP_204274538.1	WP_204274538.1		hypothetical protein			GT360_RS21795	168	55	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	69116	69913	+							GT360_RS00365	798		old_locus_tag=GT360_00365
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	69116	69913	+	WP_164647010.1	WP_164647010.1		sporulation protein			GT360_RS00365	798	265	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	69992	70639	+							GT360_RS00370	648		old_locus_tag=GT360_00370
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	69992	70639	+	WP_164647011.1	WP_164647011.1		hemolysin III family protein			GT360_RS00370	648	215	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	70642	71211	-							GT360_RS00375	570		old_locus_tag=GT360_00375
CDS	with_protein	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	70642	71211	-	WP_164647012.1	WP_164647012.1		DUF3157 family protein			GT360_RS00375	570	189	
gene	protein_coding	GCF_010587385.1	Primary Assembly	chromosome	1	NZ_CP047475.1	71259	72704	-							GT360_RS00380	1446		old_locus_tag=GT360_00380
